1,62.2815,4.9849,0.2934,0.0012,0.9804,0
2,74.5616,4.9475,0.357,0.0028,0.9687,0
3,74.1187,5.1766,0.325,0.002,0.9721,0
4,62.4396,5.0511,0.2986,0.0013,0.9802,0
5,80.0874,6.0527,0.2356,0.0013,0.9713,0
6,66.2215,4.5798,0.4012,0.0055,0.9638,0
7,57.5966,4.6452,0.3137,0.0013,0.9842,0
8,51.7836,4.579,0.2985,0.0011,0.9851,0
9,69.0354,5.113,0.3031,0.0011,0.9832,0
10,63.661,4.5645,0.4033,0.0069,0.9634,0
11,69.4909,5.4755,0.2642,0.0012,0.974,0
12,66.2419,5.2657,0.2505,0.0012,0.9807,0
13,50.9503,3.8498,0.4164,0.0045,0.9781,0
14,66.0426,5.1446,0.2763,0.0009,0.9847,0
15,61.6617,5.0677,0.2729,0.0011,0.977,0
16,74.8793,5.739,0.2624,0.0011,0.9719,0
17,63.0104,4.9921,0.2992,0.0009,0.9791,0
18,63.441,4.5275,0.3822,0.0039,0.9725,0
19,66.8652,4.6093,0.3797,0.0039,0.9765,0
20,68.7963,4.5664,0.4122,0.0067,0.973,0
21,80.4534,5.4845,0.3028,0.0023,0.9772,0
22,55.1907,4.6048,0.3068,0.001,0.9867,0
23,55.8457,4.68,0.3331,0.0024,0.9661,0
24,87.6167,5.402,0.3342,0.0028,0.9637,0
25,74.6252,5.6931,0.2598,0.0013,0.9715,0
26,77.6825,5.2682,0.3419,0.0025,0.968,0
27,69.2513,5.2726,0.2764,0.0015,0.9764,0
28,53.729,4.6355,0.329,0.0032,0.9674,0
29,61.3545,4.2602,0.4163,0.0074,0.966,0
30,55.406,4.3074,0.3794,0.0023,0.9791,0
31,47.3113,3.5327,0.4601,0.0119,0.9723,0
32,50.0066,4.1115,0.4102,0.0039,0.9694,0
33,79.8451,5.8192,0.2603,0.0012,0.9741,0
34,74.5072,5.8128,0.2421,0.0012,0.9711,0
35,53.6919,4.4208,0.3342,0.0012,0.9866,0
36,70.6094,4.5624,0.4081,0.0046,0.9711,0
37,58.276,4.9473,0.2731,0.0011,0.9831,0
38,100.4801,6.2451,0.2858,0.0024,0.9546,0
39,50.8716,4.573,0.3029,0.001,0.9829,0
40,61.4891,4.7101,0.338,0.0023,0.9769,0
41,68.6901,5.2445,0.314,0.0028,0.9507,0
42,78.717,5.6666,0.2857,0.0012,0.9748,0
43,60.0017,5.0277,0.2698,0.0011,0.9784,0
44,58.0498,4.2536,0.3882,0.0063,0.972,0
45,65.5899,4.8658,0.3743,0.0046,0.9608,0
46,65.6,5.299,0.2708,0.0013,0.9748,0
47,77.5962,5.1972,0.3428,0.0024,0.9691,0
48,65.3662,4.2499,0.4431,0.0065,0.9744,0
49,66.5671,5.1791,0.2801,0.001,0.9791,0
50,86.6736,5.7863,0.2815,0.0019,0.9722,0
51,58.89,4.8932,0.2849,0.0011,0.9806,0
52,46.7228,3.9364,0.3962,0.0042,0.9807,0
53,63.5689,4.6105,0.3744,0.0041,0.9694,0
54,59.2624,4.8131,0.3065,0.0011,0.9829,0
55,116.0114,6.9872,0.243,0.0015,0.9602,0
56,61.0689,4.7842,0.3197,0.0015,0.9756,0
57,50.943,4.3271,0.3336,0.0012,0.987,0
58,60.05,4.397,0.3763,0.0031,0.9757,0
59,76.5575,5.43,0.2995,0.0026,0.9641,0
60,68.9949,4.9149,0.3572,0.0034,0.9712,0
61,50.949,4.3653,0.3643,0.0035,0.9681,0
62,71.8193,5.6531,0.2485,0.0013,0.9744,0
63,76.1364,5.6836,0.2702,0.0012,0.9745,0
64,52.7322,4.425,0.3258,0.0012,0.9865,0
65,53.4411,4.1032,0.3936,0.0035,0.9771,0
66,46.2301,3.8814,0.4084,0.0045,0.9809,0
67,49.902,4.218,0.4098,0.0045,0.9714,0
68,49.1364,4.3953,0.3101,0.001,0.9831,0
69,94.5686,6.3553,0.241,0.0011,0.9665,0
70,86.3963,6.2645,0.2452,0.0011,0.9663,0
71,75.987,5.4475,0.3044,0.0016,0.9743,0
72,56.7316,4.2492,0.3743,0.0039,0.9761,0
73,62.4396,5.0511,0.2986,0.0013,0.9802,0
74,55.7477,4.6369,0.3669,0.0036,0.9683,0
75,87.5008,6.3333,0.2258,0.001,0.9695,0
76,64.1525,4.38,0.405,0.0054,0.9683,0
77,61.7057,4.7704,0.3616,0.003,0.9635,0
78,76.4638,5.7232,0.2662,0.0012,0.9755,0
79,70.8908,5.2962,0.2941,0.0013,0.9766,0
80,68.5889,5.403,0.2605,0.0013,0.9733,0
81,88.8464,5.6975,0.3245,0.0036,0.9567,0
82,66.9613,4.6824,0.3686,0.0029,0.9728,0
83,52.2062,3.8879,0.4103,0.0046,0.977,0
84,48.1946,3.8511,0.3987,0.0035,0.9804,0
85,81.3343,5.601,0.2946,0.0028,0.9559,0
86,84.9023,6.0536,0.2518,0.0012,0.9676,0
87,65.1732,4.0553,0.4806,0.0092,0.9765,0
88,57.6081,4.7587,0.2927,0.0011,0.9838,0
89,57.8792,4.6074,0.3552,0.0039,0.9657,0
90,57.5238,4.2093,0.4165,0.0052,0.9692,0
91,53.288,4.5562,0.3138,0.0011,0.9835,0
92,77.5379,5.4177,0.3218,0.0031,0.9634,0
93,69.6659,4.6561,0.3793,0.004,0.9768,0
94,51.1236,4.4901,0.3162,0.0013,0.9823,0
95,84.6567,6.1683,0.2548,0.0015,0.9646,0
96,52.2108,4.3804,0.322,0.0015,0.9823,0
97,64.3107,5.1591,0.2622,0.0012,0.9821,0
98,79.7511,5.7041,0.2638,0.0011,0.9729,0
99,56.0227,4.7865,0.2872,0.0011,0.9837,0
100,67.7236,5.3882,0.2664,0.0013,0.9743,0
101,78.4851,5.2846,0.3427,0.0027,0.9657,0
102,75.291,5.6018,0.2665,0.0012,0.9711,0
103,48.6565,3.8444,0.4074,0.0074,0.9756,0
104,74.2202,5.7168,0.2576,0.0013,0.9679,0
105,89.6201,5.8927,0.2906,0.0021,0.9722,0
