1,0.0516,2.4386,0
2,0.0582,1.7119,1
3,0.0625,1.049,0
4,0.0618,1.233,0
5,0.0587,0.6049,0
6,0.0485,2.8,1
7,0.0511,2.4865,1
8,0.0504,2.5758,1
9,0.0604,1.4487,1
10,0.0621,1.1818,0
11,0.0583,0.5882,0
12,0.053,2.2759,1
13,0.0552,2.0345,1
14,0.0568,1.8667,1
15,0.0571,1.8333,0
16,0.0622,0.875,1
17,0.0624,0.9237,0
18,0.0621,1.1837,1
19,0.0546,0.4762,0
20,0.0509,2.5172,0
21,0.0623,0.8889,1
22,0.0622,1.1463,1
23,0.0542,0.4656,0
24,0.0539,2.1765,0
25,0.0622,1.16,1
26,0.0515,2.4474,1
27,0.0624,0.9237,0
28,0.0602,0.6791,0
29,0.06,0.6667,1
30,0.0617,1.25,0
31,0.0589,0.6108,0
32,0.0621,1.1837,0
33,0.0618,1.2375,0
34,0.0523,2.359,1
35,0.0509,2.5185,1
36,0.0565,1.8966,1
37,0.0509,2.5172,1
38,0.0625,0.9565,1
39,0.0622,0.8804,1
40,0.0617,1.2632,1
41,0.0625,0.9811,1
42,0.061,1.3725,0
43,0.06,0.6688,0
44,0.0622,0.8739,0
45,0.0557,1.98,1
46,0.0542,2.1413,0
47,0.0576,1.7742,1
48,0.0583,0.5882,0
49,0.0564,1.9063,1
50,0.0516,2.4386,0
51,0.0507,2.5313,1
52,0.0478,2.8889,1
53,0.061,0.7349,1
54,0.0617,0.7931,1
55,0.0568,1.8621,1
56,0.0549,2.0698,0
57,0.051,2.5,1
58,0.0567,1.875,1
59,0.0584,0.5909,0
60,0.0613,0.7532,1
61,0.0597,0.652,0
62,0.0493,2.6957,1
63,0.0539,2.1765,0
64,0.0582,1.7143,1
65,0.0621,1.1818,0
66,0.0619,0.8256,1
67,0.0556,2.0,1
68,0.0616,1.2796,0
69,0.0597,0.652,0
70,0.0509,2.5172,0
71,0.0516,2.4382,0
72,0.0618,1.2375,0
73,0.0617,1.25,0
74,0.0623,0.8929,1
75,0.0563,1.9211,1
76,0.0617,1.25,0
77,0.0522,2.3704,1
78,0.0621,1.1818,0
79,0.0569,0.5392,1
80,0.0589,0.6108,0
81,0.0516,2.4375,1
82,0.0622,1.1444,1
83,0.0577,0.5676,0
84,0.061,1.3667,0
85,0.0585,0.5944,0
86,0.0604,1.4444,1
87,0.054,2.1739,0
88,0.0583,0.5886,0
89,0.0598,0.6584,0
90,0.0608,1.4,1
91,0.0582,1.7143,1
92,0.0615,1.2952,0
93,0.0469,3.0,1
94,0.0498,2.6429,1
95,0.0511,2.4872,1
96,0.0605,1.4333,1
97,0.0579,0.5743,0
98,0.0598,0.6584,0
99,0.0545,2.1136,0
100,0.061,1.3725,0
101,0.0613,1.3209,1
102,0.0585,0.5942,1
103,0.0522,2.3636,1
104,0.0509,2.5161,1
105,0.0624,1.1011,0
106,0.0509,2.5172,1
107,0.0551,2.0488,1
108,0.0599,1.5111,0
109,0.0615,1.2952,0
110,0.0598,0.6571,0
111,0.0621,0.8548,1
112,0.0577,0.5672,1
113,0.0569,1.8537,0
114,0.0537,2.2051,0
115,0.0624,1.0984,1
116,0.0617,1.25,1
117,0.0624,0.9145,0
118,0.0617,1.25,0
119,0.0589,1.6333,1
120,0.0573,0.5532,0
121,0.0585,0.5944,0
122,0.0472,2.96,1
123,0.0621,0.8485,1
124,0.0587,0.6049,0
125,0.0563,0.5215,0
126,0.0618,0.8072,1
127,0.0557,1.9868,0
128,0.061,1.3667,0
129,0.0551,2.0455,0
130,0.0564,0.5244,0
131,0.0624,1.0862,1
132,0.061,0.7353,1
133,0.0625,1.028,0
134,0.06,0.6688,0
135,0.061,1.3725,0
136,0.0584,1.6897,1
137,0.0622,0.8772,1
138,0.0605,0.6984,0
139,0.0587,0.6028,0
140,0.0625,1.028,0
141,0.0569,1.8537,0
142,0.0589,0.6122,0
143,0.0576,1.7813,1
144,0.0624,1.1011,0
145,0.0498,2.6429,1
146,0.0617,0.8023,1
147,0.0506,2.5517,1
148,0.0492,2.7143,1
149,0.0596,0.6479,0
150,0.0602,1.4722,1
